MONTH,STORECODE,DAY,BILL_ID,BILL_AMT,QTY,VALUE,PRICE,GRP,SGRP,SSGRP,CMP,MBRD,BRD
M2,N8,5,T842,45,2,45,22.5,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,WARANA MILK & MILK PROD LTD,WARANA,WARANA
M2,N8,5,T846,186,2,40,20,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS SPANISH TOMATO TANGO
M2,N8,5,T846,186,2,56,28,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
M2,N8,5,T846,186,2,50,25,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT JAM
M2,N8,5,T846,186,2,40,20,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M2,N8,5,T850,60,5,60,12,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
M2,N8,5,T852,220,1,220,220,PACKAGED ATTA (1/95),ATTA,ATTA,I T C,AASHIRVAAD,AASHIRVAAD WHOLE WHEAT
M2,N8,5,T853,102,1,102,102,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,PROCTER & GAMBLE,TIDE,TIDE JASMINE ROSE
M2,N8,5,T854,370,5,100,20,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS AMERICAN STYLE
M2,N8,5,T854,370,1,270,270,PACKAGED ATTA (1/95),ATTA,ATTA,I T C,AASHIRVAAD,AASHIRVAAD MULTIGRAINS
M2,N8,5,T855,356,4,356,89,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
M2,N8,5,T856,360,2,20,10,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,SURF,SURF EXCEL EASY WASH
M2,N8,5,T856,360,1,220,220,PACKAGED ATTA (1/95),ATTA,ATTA,I T C,AASHIRVAAD,AASHIRVAAD WHOLE WHEAT
M2,N8,5,T856,360,1,120,120,TOILET SOAPS (04/00),PREMIUM,PREMIUM,CHOLAYIL PVT LTD,MEDIMIX,MEDIMIX AYURVEDIC
M2,N8,6,T864,40,1,40,40,SALTY SNACKS (2/97),MIX/CHIVRA/CHANACHUR,MIX/CHIVRA/CHANACHUR,GARDEN HYGIENIC SNACKS,GARDEN,GARDEN
M2,N8,6,T865,55,1,55,55,PACKAGED TEA,MAIN PACKS,MAIN PACKS,TATA GLOBAL BEVERAGES LTD,TATA AGNI,TATA AGNI EXTRA STRONG LEAVES
M2,N8,6,T869,180,3,90,30,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HIDE & SEEK,HIDE & SEEK CHOCOLATE CHIP
M2,N8,6,T869,180,1,10,10,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,BRITANNIA INDS,50-50,50-50 JEERA MASTI
M2,N8,6,T869,180,1,80,80,SALTY SNACKS (2/97),SEV BHUJIA,SEV BHUJIA,HALDIRAM,HALDIRAM,HALDIRAM ALU BHUJIA
M2,N8,6,T871,95,2,20,10,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
M2,N8,6,T871,95,3,30,10,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HASMUKHRAI & CO,SOCIETY,SOCIETY LEAF
M2,N8,6,T871,95,2,45,22.5,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,WARANA MILK & MILK PROD LTD,WARANA,WARANA
M2,N8,6,T875,236,1,76,76,TOILET SOAPS (04/00),PREMIUM,PREMIUM,KARNATAKA SOAPS,MYSORE SANDAL,MYSORE SANDAL
M2,N8,6,T875,236,1,160,160,ANTISEPTIC LIQUIDS (4/97),ANTISEPTIC LIQ,ANTISEPTIC LIQ,RECKITT BENCKISER,DETTOL,DETTOL LIQUID
M2,N8,7,T879,10,1,10,10,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,SUPER SALTS PVT LTD,TOPLINE,TOPLINE
M2,N8,7,T880,692,1,160,160,CLEANERS - FLOOR,LIQUIDS,LIQUIDS,SUNNY HOME CARE PVT LTD,SUNNY,SUNNY
M2,N8,7,T880,692,2,110,55,ALL AIR FRESHNERS(01/03),GEL,GEL,GODREJ CONSUMER PRODS,GODREJ,AER POCKET
M2,N8,7,T880,692,1,30,30,SCOURING PADS/SCRUBS,SCOURING SPONGE,SCOURING SPONGE,3M INDIA LTD,SCOTCH BRITE,3M SCOTCH BRITE SCRUB SPONGE
M2,N8,7,T880,692,2,50,25,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NICE TIME,NICE TIME
M2,N8,7,T880,692,2,164,82,CLEANERS - TOILET,LIQUIDS,LIQUIDS,RECKITT BENCKISER,HARPIC POWER,HARPIC POWER PLUS
M2,N8,7,T880,692,2,178,89,CLEANERS - FLOOR,LIQUIDS,LIQUIDS,RECKITT BENCKISER,LIZOL,LIZOL DISINFECT FLR CLNR
M2,N8,7,T883,548,1,176,176,MILK POWDERS,DAIRY WHITNERS,DAIRY WHITNERS,NESTLE INDIA,EVERYDAY,EVERYDAY DAIRY WHITNER
M2,N8,7,T883,548,1,172,172,CLEANERS - FLOOR,LIQUIDS,LIQUIDS,RECKITT BENCKISER,LIZOL,LIZOL DISINFECT FLR CLNR
M2,N8,7,T883,548,4,60,15,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY WONDERFULLS
M2,N8,7,T883,548,5,50,10,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,I T C,SUNFEAST MOM'S MAGIC,SUNFEAST MOM'S MAGIC FRT & MLK
M2,N8,7,T883,548,2,50,25,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE OATS COOKIES
M2,N8,7,T883,548,1,40,40,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M2,N8,7,T884,315,1,180,180,"FRAGRANCE-PERFUM,DEO & COLOGNE",FRAGRANCE - DEODORANT,FRAGRANCE - DEODORANT,J K ANSELL,KAMA SUTRA,KAMASUTRA SPARK
M2,N8,7,T884,315,3,135,45,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
M2,N8,7,T887,160,4,40,10,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
M2,N8,7,T887,160,8,120,15,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY WONDERFULLS
M2,N8,7,T890,170,2,20,10,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK
M2,N8,7,T890,170,1,90,90,COFFEE,INSTANT COFFEE,INSTANT COFFEE,NESTLE INDIA,SUNRISE,NESCAFE SUNRISE
M2,N8,7,T890,170,2,60,30,PACKAGED ATTA (1/95),MAIDA,MAIDA,PARAKH AGRO IND,SAMRAT,SAMRAT
M2,N8,7,T892,23,1,23,23,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,WARANA MILK & MILK PROD LTD,WARANA,WARANA
M2,N8,7,T895,270,1,270,270,PACKAGED ATTA (1/95),ATTA,ATTA,I T C,AASHIRVAAD,AASHIRVAAD MULTIGRAINS
M2,N8,7,T896,250,1,250,250,CHEESE        (4/94),PROCESSED CHEESE,PROCESSED CHEESE,BRITANNIA DAIRY PVT LTD,BRITANNIA,BRITANNIA CHEDDAR
M2,N8,7,T897,10,1,10,10,BISCUITS - CORE & NON CORE,CREAM,CREAM,MONDELEZ INTERNATIONAL,OREO,GOLDEN OREO
M2,N8,7,T898,155,1,135,135,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,PROCTER & GAMBLE,ARIEL,ARIEL COMPLETE
M2,N8,7,T898,155,1,20,20,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M2,N8,7,T899,53,1,53,53,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M2,N8,7,T900,246,2,66,33,SPICES (03/04),BLENDED,CHANA/CHOLE-SNACK MASALA,S NARENDRA KUMAR,EVEREST,EVEREST
M2,N8,7,T900,246,1,65,65,SPICES (03/04),BLENDED,PAV BHAJI MASAL-SNACK MASALA,S NARENDRA KUMAR,EVEREST,EVEREST
M2,N8,7,T900,246,2,40,20,CLEANERS - UTENSIL,TRADITIONAL,BARS,JYOTHY LABORATORIES,EXO,EXO DISH WASH BAR
M2,N8,7,T900,246,5,75,15,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,JYOTHY LABORATORIES,EXO,EXO SAFAI
M2,N8,8,T901,220,1,220,220,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HASMUKHRAI & CO,SOCIETY,SOCIETY LEAF
M2,N8,8,T902,180,2,20,10,SALTY SNACKS (2/97),SEV BHUJIA,SEV BHUJIA,HALDIRAM,HALDIRAM,HALDIRAM SEV BHUJIA
M2,N8,8,T902,180,1,10,10,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
M2,N8,8,T902,180,1,20,20,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,MILK BIKIS,MILK BIKIS MILK CREAM
M2,N8,8,T902,180,1,25,25,MOSQUITO REPELLANTS CTG (8/93),CREAMS/LOTIONS,CREAMS/LOTIONS,DABUR,ODOMOS,ODOMOS ADVANCE
M2,N8,8,T902,180,1,75,75,MOSQUITO REPELLANTS CTG (8/93),CREAMS/LOTIONS,CREAMS/LOTIONS,GODREJ CONSUMER PRODS,GOOD KNIGHT,GOOD KNIGHT FABRIC ROLL ON
M2,N8,8,T902,180,3,30,10,SALTY SNACKS (2/97),NUTS,NUTS,HALDIRAM,HALDIRAM,HALDIRAM OTHER NUTS
M2,N8,8,T903,45,2,45,22.5,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,WARANA MILK & MILK PROD LTD,WARANA,WARANA
M2,N8,8,T904,172,1,172,172,CLEANERS - FLOOR,LIQUIDS,LIQUIDS,RECKITT BENCKISER,LIZOL,LIZOL DISINFECT FLR CLNR
M2,N8,8,T906,40,1,40,40,SALTY SNACKS (2/97),SEV BHUJIA,SEV BHUJIA,GARDEN HYGIENIC SNACKS,GARDEN,GARDEN
M2,N8,8,T907,90,4,90,22.5,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,WARANA MILK & MILK PROD LTD,WARANA,WARANA
M2,N8,8,T909,36,3,36,12,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
M2,N8,8,T910,35,1,35,35,SALTY SNACKS (2/97),NUTS,NUTS,NATIONAL PRODUCT,NATIONAL,NATIONAL
M2,N8,8,T916,542,1,46,46,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
M2,N8,8,T916,542,1,30,30,PACKAGED ATTA (1/95),SOOJI,SOOJI,PARAKH AGRO IND,SAMRAT,SAMRAT
M2,N8,8,T916,542,1,270,270,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,PROCTER & GAMBLE,ARIEL,ARIEL COMPLETE
M2,N8,8,T916,542,2,196,98,CLEANERS - UTENSIL,TRADITIONAL,LIQUIDS,JYOTHY LABORATORIES,PRIL,PRIL PERFECT
M2,N8,10,T927,290,4,90,22.5,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,WARANA MILK & MILK PROD LTD,WARANA,WARANA
M2,N8,10,T927,290,1,20,20,CLEANERS - UTENSIL,TRADITIONAL,BARS,JYOTHY LABORATORIES,EXO,EXO DISH WASH BAR
M2,N8,10,T927,290,1,180,180,BREAKFAST CEREALS,READY TO EAT CEREALS,ALL FAMILY,KELLOGG'S INDIA,KELLOGG'S CORNFLAKES,KELLOGG'S CORNFLAKE CORN
M2,N8,10,T928,199,1,199,199,BEVERAGES,BROWN POWDERS,BROWN POWDERS,GLAXO SMITHKLINE,HORLICKS,HORLICKS CHOCOLATE
M2,N8,10,T929,90,2,90,45,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
M2,N8,10,T932,233,1,73,73,COFFEE,INSTANT COFFEE,INSTANT COFFEE,NESTLE INDIA,NESCAFE,NESCAFE CLASSIC
M2,N8,10,T932,233,2,160,80,CLEANERS - FLOOR,LIQUIDS,LIQUIDS,R S INDUSTRIES,SUNNY,SUNNY
M2,N8,10,T933,199,1,100,100,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,CARGILL FOODS,NATURE FRESH ACTILITE,NATURE FRESH ACTILITE
M2,N8,10,T933,199,1,50,50,AGARBATTI & DHOOPBATTI,AGARBATTI,AGARBATTI,I T C,MANGALDEEP,MANGALDEEP
M2,N8,10,T933,199,1,39,39,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,RIN,RIN
M2,N8,10,T933,199,1,10,10,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,SURF,SURF EXCEL EASY WASH
M2,N8,10,T934,135,3,135,45,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
M2,N8,10,T936,120,4,80,20,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE DIGESTIVE
M2,N8,10,T936,120,4,40,10,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M2,N8,10,T939,189,1,29,29,SPICES (03/04),PURE,CHILLY POWDER-PURE SPICES,S NARENDRA KUMAR,EVEREST,EVEREST
M2,N8,10,T939,189,1,160,160,CLEANERS - FLOOR,LIQUIDS,LIQUIDS,SUNNY HOME CARE PVT LTD,SUNNY,SUNNY
M2,N8,10,T942,55,1,55,55,PACKAGED TEA,MAIN PACKS,MAIN PACKS,TATA GLOBAL BEVERAGES LTD,TATA AGNI,TATA AGNI EXTRA STRONG LEAVES
M2,N8,10,T944,90,4,90,22.5,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,WARANA MILK & MILK PROD LTD,WARANA,WARANA
M2,N8,10,T951,65,1,35,35,SALTY SNACKS (2/97),NUTS,NUTS,NATIONAL PRODUCT,NATIONAL,NATIONAL
M2,N8,10,T951,65,1,30,30,PACKAGED ATTA (1/95),SOOJI,SOOJI,PARAKH AGRO IND,SAMRAT,SAMRAT
M2,N8,10,T952,186,1,40,40,BISCUITS - CORE & NON CORE,WAFER CREAM,WAFER CREAM,PRIMLAKS,PICKWICK,PICKWICK CR WFF
M2,N8,10,T952,186,1,53,53,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,PROCTER & GAMBLE,TIDE,TIDE JASMINE ROSE
M2,N8,10,T952,186,1,93,93,CLEANERS - FLOOR,LIQUIDS,LIQUIDS,RECKITT BENCKISER,LIZOL,LIZOL DISINFECT FLR CLNR
M2,N8,10,T955,135,1,50,50,PACKAGED ATTA (1/95),ATTA,ATTA,I T C,AASHIRVAAD,AASHIRVAAD SUPERIOR MP
M2,N8,10,T955,135,1,40,40,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI CUPPA
M2,N8,10,T955,135,3,45,15,BREAKFAST CEREALS,HOT CEREALS,OATS,MARICO INDS,SAFFOLA,SAFFOLA VEGGIE TWIST
M2,N8,10,T956,55,1,55,55,READY TO EAT,READY TO COOK SOUPS,READY TO COOK SOUPS,HINDUSTAN UNILEVER LIMITED,KNORR,KNORR
M2,N8,12,T998,268,1,30,30,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,LUX,LUX PINK
M2,N8,12,T998,268,1,98,98,PACKAGED ATTA (1/95),ATTA,ATTA,I T C,AASHIRVAAD,AASHIRVAAD WHOLE WHEAT
M2,N8,12,T998,268,1,140,140,NON-REFINED OILS   (9/93),MUSTARD/RAPE SEED,MUSTARD/RAPE SEED,ADANI WILMAR,FORTUNE,FORTUNE KACHI GHANI
M2,N8,12,T1001,55,1,55,55,SALTY SNACKS (2/97),GATHIA/PAPRI/RIBLON,GATHIA/PAPRI/RIBLON,NATIONAL PRODUCT,NATIONAL,NATIONAL
M2,N8,12,T1003,70,1,28,28,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
M2,N8,12,T1003,70,1,42,42,SPICES (03/04),BLENDED,PANEER MASALA,S NARENDRA KUMAR,EVEREST,EVEREST
M2,N8,12,T1005,170,2,20,10,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL ACTIVE
M2,N8,12,T1005,170,1,15,15,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,JYOTHY LABORATORIES,EXO,EXO SAFAI
M2,N8,12,T1005,170,3,135,45,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
M2,N8,14,T1036,50,1,50,50,SALTY SNACKS (2/97),NUTS,NUTS,NATIONAL PRODUCT,NATIONAL,NATIONAL
M2,N8,14,T1037,83,1,23,23,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,WARANA MILK & MILK PROD LTD,WARANA,WARANA
M2,N8,14,T1037,83,1,20,20,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE DIGESTIVE
M2,N8,14,T1037,83,4,40,10,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HASMUKHRAI & CO,SOCIETY,SOCIETY LEAF
M2,N8,14,T1045,130,1,25,25,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT JAM
M2,N8,14,T1045,130,1,80,80,READY TO EAT,DESSERT MIXES,TRADITIONAL,GITS FOOD PRODS,GITS,GITS
M2,N8,14,T1045,130,1,25,25,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NICE TIME,NICE TIME
M2,N8,14,T1046,185,3,30,10,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,3M INDIA LTD,SCOTCH BRITE,3M SCOTCH BRITE GENERAL PURPOS
M2,N8,14,T1046,185,1,155,155,CLEANERS - UTENSIL,TRADITIONAL,LIQUIDS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
M2,N8,14,T1048,290,1,140,140,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HINDUSTAN UNILEVER LIMITED,TAJ MAHAL,BROOKE BOND TAJ MAHAL TEA BAGS
M2,N8,14,T1048,290,1,150,150,PACKAGED TEA,MAIN PACKS,MAIN PACKS,WEIKFIELD PRODS,ECO VALLEY,ECO VALLEY
M2,N8,14,T1050,60,2,20,10,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
M2,N8,14,T1050,60,2,40,20,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE DIGESTIVE
M2,N8,14,T1054,34,1,34,34,SALTY SNACKS (2/97),BANANA CHIPS/LACHA/OTHERS,BANANA CHIPS/LACHA/OTHERS,HALDIRAM,HALDIRAM,HALDIRAM BOONDI
M2,N8,14,T1056,275.4,4,90.4,22.6,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,WARANA MILK & MILK PROD LTD,WARANA,WARANA
M2,N8,14,T1056,275.4,1,139,139,REFINED EDIBLE OILS-ALL PACKS,BLENDED OIL,BLENDED OIL,MARICO INDS,SAFFOLA,SAFFOLA GOLD
M2,N8,14,T1056,275.4,1,46,46,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
M2,N8,14,T1062,50,5,50,10,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PRATAAP SNACKS PVT LTD,YELLOW DIAMOND,YELLOW DIAMOND
M2,N8,14,T1063,1010,7,560,80,READY TO EAT,DESSERT MIXES,TRADITIONAL,GITS FOOD PRODS,GITS,GITS
M2,N8,14,T1063,1010,1,450,450,PACKAGED TEA,MAIN PACKS,MAIN PACKS,TATA GLOBAL BEVERAGES LTD,TATA TETLEY,TATA TETLEY
M2,N8,15,T1064,45,2,45,22.5,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,WARANA MILK & MILK PROD LTD,WARANA,WARANA
M2,N8,15,T1067,225,1,225,225,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
M2,N8,15,T1068,270,1,130,130,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HINDUSTAN UNILEVER LIMITED,RED LABEL,BROOKE BOND RED LABEL NAT CARE
M2,N8,15,T1068,270,1,140,140,PACKAGED TEA,MAIN PACKS,MAIN PACKS,WEIKFIELD PRODS,ECO VALLEY,ECO VALLEY
M2,N8,15,T1071,1137,2,40,20,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M2,N8,15,T1071,1137,2,50,25,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NICE TIME,NICE TIME
M2,N8,15,T1071,1137,1,104,104,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,LUX,LUX PINK
M2,N8,15,T1071,1137,2,200,100,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,H.P.NUTRITIONS,DRYFRUITS,DRYFRUITS
M2,N8,15,T1071,1137,1,116,116,CONFECTIONERY - ECLAIRS,CONFECTIONERY - ECLAIRS,CONFECTIONERY - ECLAIRS,MONDELEZ INTERNATIONAL,CADBURY,CADBURY CHOCLAIRS GOLD
M2,N8,15,T1071,1137,2,80,40,TOILET SOAPS (04/00),PREMIUM,PREMIUM,GODREJ CONSUMER PRODS,GODREJ NO 1,GODREJ NO 1 LAVENDER & MLK CRM
M2,N8,15,T1071,1137,1,186,186,TOILET SOAPS (04/00),POPULAR,POPULAR,I T C,FIAMA,FIAMA GEL BAR
M2,N8,15,T1071,1137,2,126,63,HAIR REMOVER,CREAMS  (12/04),CREAMS  (12/04),RECKITT BENCKISER,VEET,VEET NIKHAAR
M2,N8,15,T1071,1137,1,90,90,HAIR CONDITIONERS,HAIR CONDITIONERS,HAIR CONDITIONERS,HINDUSTAN UNILEVER LIMITED,DOVE,DOVE HAIR FALL RESCUE
M2,N8,15,T1071,1137,1,145,145,SHAMPOO - BY SEGMENTS,BOTTLES / TUBES,BOTTLES / TUBES,HINDUSTAN UNILEVER LIMITED,CLINIC PLUS,CLINIC PLUS
M2,N8,15,T1073,135,1,135,135,SPICES (03/04),PURE,ASOFOETIDA/HING-PURE MASALA,LALJI GODU,L G,L G
M2,N8,15,T1075,1271,1,140,140,NON-REFINED OILS   (9/93),MUSTARD/RAPE SEED,MUSTARD/RAPE SEED,ADANI WILMAR,FORTUNE,FORTUNE KACHI GHANI
M2,N8,15,T1075,1271,1,145,145,SHAMPOO - BY SEGMENTS,BOTTLES / TUBES,BOTTLES / TUBES,HINDUSTAN UNILEVER LIMITED,CLINIC PLUS,CLINIC PLUS
M2,N8,15,T1075,1271,1,55,55,AGARBATTI & DHOOPBATTI,AGARBATTI,AGARBATTI,PARIMAL MANDIR,PARIMAL,PARIMAL
M2,N8,15,T1075,1271,1,96,96,ANTISEPTIC LIQUIDS (4/97),ANTISEPTIC LIQ,ANTISEPTIC LIQ,RECKITT BENCKISER,DETTOL,DETTOL LIQUID
M2,N8,15,T1075,1271,1,95,95,KETCHUPS/SAUCES,KETCHUPS/SAUCES,KETCHUPS/SAUCES,NESTLE INDIA,MAGGI,MAGGI TOMATO SAUCE
M2,N8,15,T1075,1271,2,30,15,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE SIMPLE LITE CRACKR
M2,N8,15,T1075,1271,2,40,20,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M2,N8,15,T1075,1271,1,40,40,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M2,N8,15,T1075,1271,1,28,28,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M2,N8,15,T1075,1271,3,36,12,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
M2,N8,15,T1075,1271,1,125,125,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PARAG MILK FOODS PVT. LTD.,GOWARDHAN,GOWARDHAN
M2,N8,15,T1075,1271,1,92,92,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE DENTALCREAM,COLGATE DENTALCREAM
M2,N8,15,T1075,1271,1,30,30,PACKAGED ATTA (1/95),SOOJI,SOOJI,PARAKH AGRO IND,SAMRAT,SAMRAT
M2,N8,15,T1075,1271,1,50,50,SPICES (03/04),BLENDED,CHICKEN MASALA-NON VEG MASALA,SAKTHI MASALA PVT LTD,SAKTHI,SAKTHI
M2,N8,15,T1075,1271,1,29,29,SPICES (03/04),PURE,CHILLY POWDER-PURE SPICES,S NARENDRA KUMAR,EVEREST,EVEREST
M2,N8,15,T1075,1271,1,20,20,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,TATA CHEM,TATA,TATA SALT
M2,N8,15,T1075,1271,1,220,220,PACKAGED ATTA (1/95),ATTA,ATTA,I T C,AASHIRVAAD,AASHIRVAAD WHOLE WHEAT
M2,N8,15,T1076,60,6,60,10,SALTY SNACKS (2/97),DAL,DAL,PRATIK FOOD PRODUCTS,HALDIRAM,HALDIRAM
