MONTH,STORECODE,QTY,VALUE,GRP,SGRP,SSGRP,CMP,MBRD,BRD
M2,P10,0,0,SCOURING PADS/SCRUBS,SCOURING SPONGE,SCOURING SPONGE,3M INDIA LTD,SCOTCH BRITE,3M SCOTCH BRITE SCRUB SPONGE
M2,P10,4,96,SCOURING PADS/SCRUBS,SCOURING SPONGE,SCOURING SPONGE,K K ENTERPRISES,STEELO BRITE,STEELO BRITE
M2,P10,0,0,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,SHREE ENTERPRISES,SHREE,SHREE
M2,P10,10,352,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,ZALAK ENTERPRISES,GALA,GALA SUPER SCRUB
M2,P8,4,40,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,3M INDIA LTD,SCOTCH BRITE,3M SCOTCH BRITE GENERAL PURPOS
M2,P8,0,0,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,3M INDIA LTD,SCOTCH BRITE,SCOTCHBRITE ANTIBAC SCRUBPAD
M2,P8,3,118,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,GALA,GALA,GALA
M2,P8,5,0,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,JYOTHY LABORATORIES,EXO,EXO SAFAI
M2,P8,1,0,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,ROHIT SURFACTANTS PVT.LTD,XPERT,XPERT
M2,P8,4,140,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,ZALAK ENTERPRISES,GALA,GALA SUPER SCRUB
M2,P9,11,120,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,C M PRODUCT,FINE BRIGHT,FINE BRIGHT
M2,P9,10,103,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,JYOTHY LABORATORIES,EXO,EXO
M2,P9,0,0,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,JYOTHY LABORATORIES,EXO,EXO SAFAI
M2,P9,2,44,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,BDS MARKETING,WONSER,WONSER
M2,P9,28,420,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,JYOTHY LABORATORIES,EXO,EXO SAFAI
M2,P9,4,103,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,SAROJ PRODUCTS,VOLVO BRITE,VOLVO BRITE
M1,P1,57,707,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,3M INDIA LTD,SCOTCH BRITE,3M SCOTCH BRITE GENERAL PURPOS
M1,P1,19,193,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,JYOTHY LABORATORIES,EXO,EXO
M1,P1,7,48,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,JYOTHY LABORATORIES,EXO,EXO SAFAI
M1,P1,26,386,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,ADITI PRODUCT,VILOBA,VILOBA
M1,P2,11,155,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,3M INDIA LTD,SCOTCH BRITE,3M SCOTCH BRITE GENERAL PURPOS
M1,P2,0,0,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,ALEX CHEMICAL & INDUSTRIES,JYOTI,JYOTI
M1,P2,8,0,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,JYOTHY LABORATORIES,EXO,EXO SAFAI
M1,P2,8,240,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,GALA,GALA,GALA
M1,P2,5,125,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,SHIVAM ENTERPRISES,SHREE,SHREE
M1,P2,1,35,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,ZALAK ENTERPRISES,GALA,GALA SUPER SCRUB
M1,P3,0,0,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
M1,P3,18,291,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,ADITI PRODUCT,MAXO,MAXO
M1,P3,3,41,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,ADITI PRODUCT,VILOBA,VILOBA
M1,P4,0,0,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,3M INDIA LTD,SCOTCH BRITE,3M SCOTCH BRITE GENERAL PURPOS
M1,P5,41,407,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,SABASH MARKETING PVT LTD,TWINKLE,TWINKLE
M1,P6,9,0,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,JYOTHY LABORATORIES,EXO,EXO SAFAI
M1,P6,9,86,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,T T K HEALTH CARE,GOOD HOME,GOOD HOME
M1,P6,0,0,SCOURING PADS/SCRUBS,SCOURING SPONGE,SCOURING SPONGE,3M INDIA LTD,SCOTCH BRITE,3M SCOTCH BRITE SCRUB SPONGE
M1,P6,13,321,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,CHOUDHARY PRODUCTS,MY WELL,MY WELL
M1,P7,35,352,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,3M INDIA LTD,SCOTCH BRITE,3M SCOTCH BRITE GENERAL PURPOS
M1,P7,4,0,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
M1,P7,4,41,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,T T K HEALTH CARE,GOOD HOME,GOOD HOME
M1,P7,4,62,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,SANJIVANI PRODUCTS,MY CHOICE,MY CHOICE
M1,P10,0,0,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,3M INDIA LTD,SCOTCH BRITE,3M SCOTCH BRITE GENERAL PURPOS
M1,P10,2,32,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,GALA,GALA,GALA SPARKLE MAGIC ALOX
M1,P10,0,0,SCOURING PADS/SCRUBS,SCOURING SPONGE,SCOURING SPONGE,3M INDIA LTD,SCOTCH BRITE,3M SCOTCH BRITE SCRUB SPONGE
M1,P10,3,72,SCOURING PADS/SCRUBS,SCOURING SPONGE,SCOURING SPONGE,K K ENTERPRISES,STEELO BRITE,STEELO BRITE
M1,P10,3,105,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,ZALAK ENTERPRISES,GALA,GALA SUPER SCRUB
M1,P8,5,50,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,3M INDIA LTD,SCOTCH BRITE,3M SCOTCH BRITE GENERAL PURPOS
M1,P8,0,0,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,3M INDIA LTD,SCOTCH BRITE,SCOTCHBRITE ANTIBAC SCRUBPAD
M1,P8,7,245,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,GALA,GALA,GALA
M1,P8,21,336,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,GALA,GALA,GALA SPARKLE MAGIC ALOX
M1,P8,4,0,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,JYOTHY LABORATORIES,EXO,EXO SAFAI
M1,P8,1,0,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,ROHIT SURFACTANTS PVT.LTD,XPERT,XPERT
M1,P8,2,70,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,ZALAK ENTERPRISES,GALA,GALA SUPER SCRUB
M1,P9,3,31,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,C M PRODUCT,FINE BRIGHT,FINE BRIGHT
M1,P9,14,135,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,JYOTHY LABORATORIES,EXO,EXO
M1,P9,1,0,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,JYOTHY LABORATORIES,EXO,EXO SAFAI
M1,P9,6,145,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,BDS MARKETING,WONSER,WONSER
M1,P9,10,242,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,SAROJ PRODUCTS,VOLVO BRITE,VOLVO BRITE
M3,P1,16,240,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,3M INDIA LTD,SCOTCH BRITE,3M SCOTCH BRITE GENERAL PURPOS
M3,P1,18,180,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,JYOTHY LABORATORIES,EXO,EXO
M3,P1,0,0,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,JYOTHY LABORATORIES,EXO,EXO SAFAI
M3,P1,11,165,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,ADITI PRODUCT,VILOBA,VILOBA
M3,P2,14,177,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,3M INDIA LTD,SCOTCH BRITE,3M SCOTCH BRITE GENERAL PURPOS
M3,P2,1,0,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,ALEX CHEMICAL & INDUSTRIES,JYOTI,JYOTI
M3,P2,5,0,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,JYOTHY LABORATORIES,EXO,EXO SAFAI
M3,P2,0,0,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,GALA,GALA,GALA
M3,P2,6,145,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,SHIVAM ENTERPRISES,SHREE,SHREE
M3,P2,2,68,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,ZALAK ENTERPRISES,GALA,GALA SUPER SCRUB
M3,P3,1,0,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
M3,P3,18,264,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,ADITI PRODUCT,VILOBA,VILOBA
M3,P4,13,128,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,3M INDIA LTD,SCOTCH BRITE,3M SCOTCH BRITE GENERAL PURPOS
M3,P4,11,110,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,JYOTHY LABORATORIES,EXO,EXO
M3,P4,9,80,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,JYOTHY LABORATORIES,EXO,EXO SAFAI
M3,P4,1,0,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,JYOTHY LABORATORIES,EXO,EXO SAFAI
M3,P4,0,0,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,ZALAK ENTERPRISES,GALA,GALA SUPER SCRUB
M3,P6,5,0,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,JYOTHY LABORATORIES,EXO,EXO SAFAI
M3,P6,0,0,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,T T K HEALTH CARE,GOOD HOME,GOOD HOME
M3,P6,5,121,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,CHOUDHARY PRODUCTS,MY WELL,MY WELL
M3,P7,65,652,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,3M INDIA LTD,SCOTCH BRITE,3M SCOTCH BRITE GENERAL PURPOS
M3,P7,4,0,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
M3,P7,7,0,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,JYOTHY LABORATORIES,EXO,EXO SAFAI
M3,P7,50,1147,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,CHOUDHARY PRODUCTS,MY WELL,MY WELL
M3,P10,13,134,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,3M INDIA LTD,SCOTCH BRITE,3M SCOTCH BRITE GENERAL PURPOS
M3,P10,5,155,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,3M INDIA LTD,SCOTCH BRITE,3M SCOTCH BRITE HEAVY DUTY
M3,P10,21,337,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,GALA,GALA,GALA SPARKLE MAGIC ALOX
M3,P10,10,207,SCOURING PADS/SCRUBS,SCOURING SPONGE,SCOURING SPONGE,3M INDIA LTD,SCOTCH BRITE,3M SCOTCH BRITE SCRUB SPONGE
M3,P10,2,23,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,SHREE ENTERPRISES,SHREE,SHREE
M3,P10,12,434,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,ZALAK ENTERPRISES,GALA,GALA SUPER SCRUB
M3,P8,34,385,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,3M INDIA LTD,SCOTCH BRITE,3M SCOTCH BRITE GENERAL PURPOS
M3,P8,18,360,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,3M INDIA LTD,SCOTCH BRITE,SCOTCHBRITE ANTIBAC SCRUBPAD
M3,P8,0,0,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,GALA,GALA,GALA SPARKLE MAGIC ALOX
M3,P8,5,0,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,JYOTHY LABORATORIES,EXO,EXO SAFAI
M3,P8,2,0,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,ROHIT SURFACTANTS PVT.LTD,XPERT,XPERT
M3,P8,0,0,SCOURING PADS/SCRUBS,SCOURING SPONGE,SCOURING SPONGE,3M INDIA LTD,SCOTCH BRITE,3M SCOTCH BRITE SCRUB SPONGE
M3,P8,17,610,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,ZALAK ENTERPRISES,GALA,GALA SUPER SCRUB
M3,P9,17,167,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,JYOTHY LABORATORIES,EXO,EXO
M3,P9,0,0,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,JYOTHY LABORATORIES,EXO,EXO SAFAI
M3,P9,0,0,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,BDS MARKETING,WONSER,WONSER
M3,P9,6,83,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,JYOTHY LABORATORIES,EXO,EXO SAFAI
M3,P9,8,194,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,SAROJ PRODUCTS,VOLVO BRITE,VOLVO BRITE
M2,P1,3,30,TOILET SOAPS (04/00),MASS,MASS,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY CARE
M2,P1,7,140,TOILET SOAPS (04/00),POPULAR,POPULAR,GODREJ CONSUMER PRODS,SHIKAKAI,GODREJ SHIKAKAI
M2,P1,0,0,TOILET SOAPS (04/00),POPULAR,POPULAR,HINDUSTAN UNILEVER LIMITED,LEVER AYUSH,LEVER AYUSH NATURAL FARNS SFRN
M2,P1,0,0,TOILET SOAPS (04/00),POPULAR,POPULAR,HINDUSTAN UNILEVER LIMITED,LEVER AYUSH,LEVER AYUSH PURIFYING TURMERIC
M2,P1,0,0,TOILET SOAPS (04/00),POPULAR,POPULAR,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY TURMERIC & HONEY
M2,P1,0,0,TOILET SOAPS (04/00),POPULAR,POPULAR,HINDUSTAN UNILEVER LIMITED,LIRIL,LIRIL LEMON & TEA TREE OIL
M2,P1,1,30,TOILET SOAPS (04/00),POPULAR,POPULAR,HINDUSTAN UNILEVER LIMITED,LIRIL,LIRIL LIME RUSH
M2,P1,0,0,TOILET SOAPS (04/00),POPULAR,POPULAR,JYOTHY LABORATORIES,MARGO,MARGO ORIGINAL
M2,P1,8,120,TOILET SOAPS (04/00),POPULAR,POPULAR,PATANJALI AYURVED LTD,PATANJALI,PANTNJALI NEEM KANTI
M2,P1,13,120,TOILET SOAPS (04/00),POPULAR,POPULAR,RECKITT BENCKISER,DETTOL,DETTOL COOL
M2,P1,24,240,TOILET SOAPS (04/00),POPULAR,POPULAR,RECKITT BENCKISER,DETTOL,DETTOL ORIGINAL
M2,P1,0,0,TOILET SOAPS (04/00),PREMIUM,PREMIUM,CHOLAYIL PVT LTD,MEDIMIX,MEDIMIX AYURVEDIC
M2,P1,35,412,TOILET SOAPS (04/00),PREMIUM,PREMIUM,GODREJ CONSUMER PRODS,CINTHOL,CINTHOL LIME
M2,P1,1,70,TOILET SOAPS (04/00),PREMIUM,PREMIUM,GODREJ CONSUMER PRODS,FAIR GLOW,FAIR GLOW
M2,P1,1,10,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,BREEZE,BREEZE LEMON SPLASH FRAGRANCE
M2,P1,9,372,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,DOVE,DOVE CREAM BEAUTY BATHING BAR
M2,P1,14,140,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,DOVE,DOVE FACE BEAUTY BATHING BAR
M2,P1,19,288,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY TOTAL
M2,P1,2,60,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,LUX,LUX CREAMY PERFECTION
M2,P1,3,120,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,LUX,LUX JASMINE BLOOM
M2,P1,1,104,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,LUX,LUX PINK
M2,P1,32,713,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,LUX,LUX ROSE BLOOM
M2,P1,2,202,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,LUX,LUX WHITE
M2,P1,1,32,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,MOTI,MOTI
M2,P1,12,489,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,PEARS,PEARS PURE AND GENTLE
M2,P1,2,80,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,PEARS,PEARS SOFT & FRESH
M2,P1,1,55,TOILET SOAPS (04/00),PREMIUM,PREMIUM,JOHNSON & JOHNSON,JOHNSON'S BABY,BABY SOAP
M2,P1,5,562,TOILET SOAPS (04/00),PREMIUM,PREMIUM,RECKITT BENCKISER,DETTOL,DETTOL ORIGINAL
M2,P1,2,186,TOILET SOAPS (04/00),PREMIUM,PREMIUM,RECKITT BENCKISER,DETTOL,DETTOL SKINCARE
M2,P1,1,78,TOILET SOAPS (04/00),PREMIUM,PREMIUM,WIPRO CONS PRODS,SANTOOR,SANTOOR
M2,P2,1,29,TOILET SOAPS (04/00),MASS,MASS,HINDUSTAN UNILEVER LIMITED,HAMAM,HAMAM GREEN
M2,P2,1,10,TOILET SOAPS (04/00),MASS,MASS,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY CARE
M2,P2,0,0,TOILET SOAPS (04/00),POPULAR,POPULAR,ANCHOR HEALTH,ANCHOR,ANCHOR HEALTH +
M2,P2,3,58,TOILET SOAPS (04/00),POPULAR,POPULAR,GODREJ CONSUMER PRODS,SHIKAKAI,GODREJ SHIKAKAI
M2,P2,0,0,TOILET SOAPS (04/00),POPULAR,POPULAR,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY NEEM & ALOEVERA
M2,P2,1,29,TOILET SOAPS (04/00),POPULAR,POPULAR,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY TOTAL
M2,P2,8,78,TOILET SOAPS (04/00),POPULAR,POPULAR,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY TURMERIC & HONEY
M2,P2,1,29,TOILET SOAPS (04/00),POPULAR,POPULAR,HINDUSTAN UNILEVER LIMITED,LIRIL,LIRIL LEMON & TEA TREE OIL
M2,P2,0,0,TOILET SOAPS (04/00),POPULAR,POPULAR,HINDUSTAN UNILEVER LIMITED,LIRIL,LIRIL LIME FRESH
M2,P2,2,217,TOILET SOAPS (04/00),POPULAR,POPULAR,JYOTHY LABORATORIES,MARGO,MARGO ORIGINAL
M2,P2,7,68,TOILET SOAPS (04/00),POPULAR,POPULAR,RECKITT BENCKISER,DETTOL,DETTOL ORIGINAL
M2,P2,0,0,TOILET SOAPS (04/00),POPULAR,POPULAR,WIPRO CONS PRODS,CHANDRIKA,CHANDRIKA
M2,P2,2,56,TOILET SOAPS (04/00),POPULAR,POPULAR,WIPRO CONS PRODS,SANTOOR,SANTOOR WHITE
M2,P2,1,36,TOILET SOAPS (04/00),PREMIUM,PREMIUM,ANANDI SOAP WORKS,A ANANDI,A ANANDI
M2,P2,0,0,TOILET SOAPS (04/00),PREMIUM,PREMIUM,ANCHOR HEALTH,DYNA,DYNA MILK & ALMOND
M2,P2,0,0,TOILET SOAPS (04/00),PREMIUM,PREMIUM,CHOLAYIL PVT LTD,MEDIMIX,MEDIMIX AYURVEDIC
M2,P2,1,131,TOILET SOAPS (04/00),PREMIUM,PREMIUM,CHOLAYIL PVT LTD,MEDIMIX,MEDIMIX CLASSIC
M2,P2,2,147,TOILET SOAPS (04/00),PREMIUM,PREMIUM,GODREJ CONSUMER PRODS,CINTHOL,CINTHOL LIME
M2,P2,2,140,TOILET SOAPS (04/00),PREMIUM,PREMIUM,GODREJ CONSUMER PRODS,GODREJ NO 1,GODREJ NO 1 SAFFRON
M2,P2,6,145,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,DOVE,DOVE CREAM BEAUTY BATHING BAR
M2,P2,2,19,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,DOVE,DOVE FACE BEAUTY BATHING BAR
M2,P2,12,116,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY TOTAL
M2,P2,17,174,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,LUX,LUX JASMINE BLOOM
M2,P2,16,558,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,LUX,LUX PINK
M2,P2,2,19,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,LUX,LUX ROSE BLOOM
M2,P2,4,353,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,LUX,LUX WHITE
M2,P2,0,0,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,MOTI,MOTI
M2,P2,0,0,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,PEARS,PEARS OIL CLEAR
M2,P2,4,278,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,PEARS,PEARS PURE AND GENTLE
M2,P2,0,0,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,PEARS,PEARS SOFT & FRESH
M2,P2,2,52,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,REXONA,REXONA COCONUT & OLIVE OIL
M2,P2,1,44,TOILET SOAPS (04/00),PREMIUM,PREMIUM,JOHNSON & JOHNSON,JOHNSON'S BABY,BABY SOAP
M2,P2,6,349,TOILET SOAPS (04/00),PREMIUM,PREMIUM,KARNATAKA SOAPS,MYSORE SANDAL,MYSORE SANDAL
M2,P2,0,0,TOILET SOAPS (04/00),PREMIUM,PREMIUM,RECKITT BENCKISER,DETTOL,DETTOL ALOEVERA
M2,P2,2,0,TOILET SOAPS (04/00),PREMIUM,PREMIUM,RECKITT BENCKISER,DETTOL,DETTOL COOL
M2,P2,5,652,TOILET SOAPS (04/00),PREMIUM,PREMIUM,RECKITT BENCKISER,DETTOL,DETTOL ORIGINAL
M2,P2,0,0,TOILET SOAPS (04/00),PREMIUM,PREMIUM,RECKITT BENCKISER,DETTOL,DETTOL SKINCARE
M2,P2,0,0,TOILET SOAPS (04/00),PREMIUM,PREMIUM,WIPRO CONS PRODS,SANTOOR,SANTOOR
M2,P2,0,0,TOILET SOAPS (04/00),PREMIUM,PREMIUM,WIPRO CONS PRODS,SANTOOR,SANTOOR GOLD SAKURA
M2,P3,7,679,TOILET SOAPS (04/00),MASS,MASS,HINDUSTAN UNILEVER LIMITED,HAMAM,HAMAM GREEN
M2,P3,4,62,TOILET SOAPS (04/00),MASS,MASS,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY CARE
M2,P3,3,16,TOILET SOAPS (04/00),MASS,MASS,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY TOTAL
M2,P3,5,86,TOILET SOAPS (04/00),MASS,MASS,HINDUSTAN UNILEVER LIMITED,LUX,LUX FRESH SPLASH
M2,P3,3,420,TOILET SOAPS (04/00),POPULAR,POPULAR,GODREJ CONSUMER PRODS,CINTHOL,CINTHOL ORIGINAL
M2,P3,6,128,TOILET SOAPS (04/00),POPULAR,POPULAR,GODREJ CONSUMER PRODS,SHIKAKAI,GODREJ SHIKAKAI
M2,P3,3,96,TOILET SOAPS (04/00),POPULAR,POPULAR,HINDUSTAN UNILEVER LIMITED,LEVER AYUSH,LEVER AYUSH MOSTRSNG COWS GHEE
M2,P3,1,32,TOILET SOAPS (04/00),POPULAR,POPULAR,HINDUSTAN UNILEVER LIMITED,LEVER AYUSH,LEVER AYUSH NATURAL FARNS SFRN
M2,P3,2,64,TOILET SOAPS (04/00),POPULAR,POPULAR,HINDUSTAN UNILEVER LIMITED,LEVER AYUSH,LEVER AYUSH PURIFYING TURMERIC
M2,P3,2,154,TOILET SOAPS (04/00),POPULAR,POPULAR,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY LEMON FRESH
M2,P3,13,658,TOILET SOAPS (04/00),POPULAR,POPULAR,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY NEEM & ALOEVERA
M2,P3,3,274,TOILET SOAPS (04/00),POPULAR,POPULAR,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY TURMERIC & HONEY
M2,P3,1,43,TOILET SOAPS (04/00),POPULAR,POPULAR,HINDUSTAN UNILEVER LIMITED,LIRIL,LIRIL COOLING MINT
M2,P3,2,64,TOILET SOAPS (04/00),POPULAR,POPULAR,HINDUSTAN UNILEVER LIMITED,LIRIL,LIRIL LEMON & TEA TREE OIL
M2,P3,21,214,TOILET SOAPS (04/00),POPULAR,POPULAR,HINDUSTAN UNILEVER LIMITED,LIRIL,LIRIL LIME FRESH
M2,P3,0,0,TOILET SOAPS (04/00),POPULAR,POPULAR,HINDUSTAN UNILEVER LIMITED,LIRIL,LIRIL LIME RUSH
M2,P3,6,648,TOILET SOAPS (04/00),POPULAR,POPULAR,HINDUSTAN UNILEVER LIMITED,LUX,LUX FRESH SPLASH
M2,P3,5,224,TOILET SOAPS (04/00),POPULAR,POPULAR,HINDUSTAN UNILEVER LIMITED,REXONA,REXONA COCONUT & OLIVE OIL
